rank,spine_id,name,ktcda_name,custodian,corporation,ward,footprint_ha,season,clear_passes,need_class,need_reason,condition_band,condition_inputs,stakes,tractability,urgency,programme,programme_detail,programme_source_class,kspcb_class,need_index,confidence,W1,W2,W2_band,Q1,Q1_p7,W2_p7,H2,B1,B1_change_2019,froth_events_per_year_2019_25,custody_lakes_downstream,buildings_in_catchment,cascade_position,boundary_confidence,flags,band_notes
156,gba-bbmp-155,Jakkur Lake,Jakkur Lake,BBMP,North,Jakkur,50.86,monsoon (Jun-Sep) 2026,5,Watch / verify,"chlorophyll proxy 0.38 alone, not a verdict",A,C1=A(A/B) C3=A(A/B) C4=B(A/B/C) C5=D(D/E) C8=A G2=E,High,High,Steady,proposed,BBMP budget 2025-26 (24 lakes; Rs 50 cr),press,E,0.85,low,0.8104,0.1399,0.061,0.3798,69.0,31.0,0.909,0.0044,0.004,0,1,12839,4,medium,,"C1 candidates A/B; C3 candidates A/B; C4 candidates A/B/C; C5 candidates D/E; single severe input G2: flagged for a closer read, not a verdict"
157,gba-bbmp-046,Vengayyana Lake,Vengaiahna kere /K.R.Puram Tank,BBMP,East,K.R Pura,14.31,monsoon (Jun-Sep) 2026,8,Watch / verify,works on record,A,C1=A(A/B) C3=A(A/B) C4=A(A/B) C5=D(C/D) C8=B G2=E,Medium,High,Steady,works underway,works approaching completion by Nov 2025 (7 lakes; 240 acres),compilation,E,0.55,low,0.7444,0.0861,0.0665,0.2453,66.7,3.4,0.878,0.0,0.0,0.57,1,4794,3,medium,,"C1 candidates A/B; C3 candidates A/B; C4 candidates A/B; C5 candidates C/D; single severe input G2: flagged for a closer read, not a verdict"
158,gba-bbmp-148,Doddabommasandra Lake,Doddabommasandra Lake,BBMP,North,Doddabommasandra,36.25,monsoon (Jun-Sep) 2026,7,Maintain,condition B; upkeep and monitoring,B,C1=C(B/C) C3=A(A/B) C4=B(A/B) C5=D(C/D) C8=A,High,High,Steady,none,,,,1.3,low,0.6414,0.1157,0.0614,0.255,81.8,3.8,0.674,0.0002,-0.009,0.43,0,11880,3,medium,,C1 candidates B/C; C3 candidates A/B; C4 candidates A/B; C5 candidates C/D
159,gba-bbmp-060,Venkojirao Kere / Agara Kere (Agara Lake),Venkojirao Kere / Agara Kere,BBMP,South,HSR Layout,29.61,monsoon (Jun-Sep) 2026,7,Maintain,condition B; upkeep and monitoring,B,C1=B(B/C) C3=A(A/B) C4=B(A/B) C5=C(C/D) C8=B G2=D,High,High,Steady,none,,,D,1.3,low,0.6786,0.126,0.0633,0.1884,92.6,25.9,0.706,0.0,-0.001,0.86,0,43792,2,medium,,C1 candidates B/C; C3 candidates A/B; C4 candidates A/B; C5 candidates C/D
160,gba-bbmp-061,Sarakki Lake,Sarakki Lake,BBMP,South,Jaraganahalli,23.72,monsoon (Jun-Sep) 2026,4,Maintain,condition B; upkeep and monitoring,B,C1=B(A/B) C3=B(A/B) C4=A(A/B) C5=B C8=B G2=D,High,High,Steady,none,,,D,1.3,low,0.7736,0.099,0.0634,0.0454,33.3,53.3,0.797,0.0188,-0.027,1.86,6,4526,1,medium,,C1 candidates A/B; C3 candidates A/B; C4 candidates A/B
161,gba-bbmp-142,Attur lake,Attur lake,BBMP,North,Doddabettahalli,23.71,monsoon (Jun-Sep) 2026,5,Maintain,condition B; upkeep and monitoring,B,C1=B(A/B) C3=A(A/B) C4=B(A/B/C) C5=D C8=A,High,High,Steady,none,,,,1.3,low,0.7626,0.1568,0.0658,0.3234,90.5,14.3,0.82,0.0,-0.001,0.29,2,2964,3,medium,,C1 candidates A/B; C3 candidates A/B; C4 candidates A/B/C
162,gba-bbmp-140,Gantiganahalli Lake,Harohalli lake,BBMP,North,Chowdeshwari ward,20.03,pre-monsoon (Mar-May) 2026,17,Maintain,condition B; upkeep and monitoring,B,C1=B(A/B) C3=A(A/B) C4=D(C/D) C5=D(D/E) C8=B,High,High,Steady,none,,,,1.3,low,0.6284,0.3127,0.0721,0.3738,79.0,58.3,0.798,0.0,0.0,1,0,2422,4,medium,,C1 candidates A/B; C3 candidates A/B; C4 candidates C/D; C5 candidates D/E
163,gba-bbmp-042,Horamavu Agara Lake,Hormavu Agara Lake,BBMP,East,Horamavu,14.87,monsoon (Jun-Sep) 2026,8,Maintain,condition B; upkeep and monitoring,B,C1=A(A/B) C3=A(A/B) C4=B(A/B) C5=D(D/E) C8=B,High (lifted: cascade),High,Steady,none,,,,1.3,low,0.861,0.1072,0.067,0.3762,85.7,56.2,0.906,0.0,-0.145,1.43,2,5565,2,medium,,C1 candidates A/B; C3 candidates A/B; C4 candidates A/B; C5 candidates D/E
164,gba-bbmp-008,Kasavanahalli lake,Kasavanahalli lake,BBMP,South,Kasavanahalli,13.91,monsoon (Jun-Sep) 2026,7,Maintain,condition B; upkeep and monitoring,B,C1=D C3=A(A/B) C4=B(A/B) C5=B C8=B G2=D,High (lifted: cascade),High,Steady,none,,,D,1.3,low,0.3742,0.1249,0.0691,0.0595,35.7,17.9,0.397,0.0,0.0,0.86,4,1256,4,medium,,C3 candidates A/B; C4 candidates A/B
165,gba-bbmp-055,Kaggadasapura,Kaggadasapura,BBMP,Central,Kaggadasapura,12.15,monsoon (Jun-Sep) 2026,8,Maintain,condition B; upkeep and monitoring,B,C1=A(A/B) C3=B(A/B) C4=B(A/B/C) C5=D(C/D) C8=B,High (lifted: cascade),High,Steady,none,,,,1.3,low,0.6927,0.1565,0.0734,0.22,84.6,17.9,0.862,0.0197,0.02,0.71,0,11299,3,medium,,C1 candidates A/B; C3 candidates A/B; C4 candidates A/B/C; C5 candidates C/D
166,gba-bbmp-086,Gottigere,Gottigere,BBMP,South,Doddakammanahalli,12.02,monsoon (Jun-Sep) 2026,4,Maintain,condition B; upkeep and monitoring,B,C1=A(A/B) C3=A(A/B) C4=B(A/B) C5=C(A/C/D) C8=B G2=D,High (lifted: cascade),High,Steady,proposed,BBMP budget 2025-26 (24 lakes; Rs 50 cr),press,D,1.3,low,0.6312,0.1,0.0689,0.1305,61.1,3.8,0.868,0.007,-0.324,0.71,2,1770,2,medium,,C1 candidates A/B; C3 candidates A/B; C4 candidates A/B; C5 candidates A/C/D
167,gba-bbmp-157,Thirumenahalli Lake,Thirumenahalli Lake,BBMP,North,Sampigehalli,5.69,monsoon (Jun-Sep) 2026,6,Maintain,condition B; upkeep and monitoring,B,C1=C(B/C) C3=A(A/B) C4=B(B/C) C5=D(C/D) C8=B,High (lifted: cascade),High,Steady,none,,,,1.3,low,0.5427,0.1993,0.0876,0.2431,87.5,36.1,0.661,0.0,-0.092,1.71,3,2090,2,medium,,C1 candidates B/C; C3 candidates A/B; C4 candidates B/C; C5 candidates C/D
168,gba-bbmp-020,Doddanekundi lake,Doddanekundi lake,BBMP,East,Dodda Nekkundi,38.15,monsoon (Jun-Sep) 2026,8,Maintain,condition A; upkeep and monitoring,A,C1=A C3=A(A/B) C4=B(A/B) C5=D(D/E) C8=A G2=D,High,High,Steady,proposed,BBMP budget 2025-26 (24 lakes; Rs 50 cr),press,D,0.85,medium,0.8432,0.1168,0.0608,0.354,88.2,4.2,0.952,0.0007,-0.017,0.43,0,10463,3,medium,,C3 candidates A/B; C4 candidates A/B; C5 candidates D/E
169,gba-bbmp-129,Sulikere/ Herekere Lake,Soolikere,BBMP,,,42.25,monsoon (Jun-Sep) 2026,5,Maintain,condition A; upkeep and monitoring,A,C1=B(B/C) C3=A(A/B) C4=A(A/B) C5=C(B/C) C8=A,High,High,Steady,none,,,,0.85,low,0.6539,0.0956,0.0595,0.1006,61.9,37.5,0.717,0.0,0.0,0,1,775,5,medium,,C1 candidates B/C; C3 candidates A/B; C4 candidates A/B; C5 candidates B/C
170,gba-bbmp-139,Veerasagara lake,Veerasagara lake,BBMP,,,6.74,monsoon (Jun-Sep) 2026,5,Maintain,condition A; upkeep and monitoring,A,C1=D(C/D) C3=A(A/B) C4=A(A/B) C5=B(B/C) C8=A,High (lifted: cascade),High,Easing,none,,,,0.6,low,0.3707,0.0645,0.0715,0.0776,0.0,3.4,0.419,0.0,-0.006,0.29,3,2705,2,medium,,C1 candidates C/D; C3 candidates A/B; C4 candidates A/B; C5 candidates B/C
171,gba-bbmp-154,Kattigenahalli Lake,Kattigenahalli Lake,BBMP,North,Kogilu,5.66,monsoon (Jun-Sep) 2026,4,Steward,condition B; protection and monitoring only,B,C1=D(C/D) C3=A(A/B) C4=B(A/B) C8=B,Medium,High,Steady,none,,,,1.0,medium,0.4287,0.1054,0.0788,,,22.6,0.449,0.0,0.0,0.71,0,693,1,medium,,C1 candidates C/D; C3 candidates A/B; C4 candidates A/B
172,gba-bbmp-118,Konasandra Lake,Konasandra Lake,BBMP,West,Kengeri Kote ward,10.53,monsoon (Jun-Sep) 2026,5,Steward,condition B; protection and monitoring only,B,C1=B(A/B) C3=A(A/B) C4=C(B/C/D) C5=C(B/C/D) C8=A,Medium,High,Steady,none,,,,1.0,low,0.6384,0.2385,0.0782,0.134,23.8,12.0,0.839,0.0009,0.001,0,0,1068,2,medium,,C1 candidates A/B; C3 candidates A/B; C4 candidates B/C/D; C5 candidates B/C/D
173,gba-bbmp-067,Arekere lake,Arakere Lake,BBMP,South,Arakere,7.54,monsoon (Jun-Sep) 2026,7,Steward,condition B; protection and monitoring only,B,C1=C(C/D) C3=A(A/B) C4=B(A/B/C) C5=B(B/C) C8=B,Medium,High,Steady,proposed,NDMF grant 2025 (7 lakes; Rs 65 cr),compilation,,1.0,low,0.4229,0.1553,0.0794,0.0825,34.6,12.9,0.548,0.0063,0.006,0.57,1,2577,1,medium,,C1 candidates C/D; C3 candidates A/B; C4 candidates A/B/C; C5 candidates B/C
174,gba-bbmp-090,Anjanapura Lake / nagara Chunchaghatta Kere Alahalli (Avalahalli Lake),Anjanapura Lake / nagara Chunchaghatta Kere Alahalli,BBMP,South,Kothanur,5.58,monsoon (Jun-Sep) 2026,7,Steward,condition B; protection and monitoring only,B,C1=B(B/C) C3=A(A/B) C4=B(A/B) C5=D(C/D) C8=B G2=D,Medium,Medium,Steady,none,,,D,1.0,low,0.6185,0.1155,0.081,0.2084,74.1,12.9,0.704,0.0,-0.319,0.57,0,3278,1,low,assignment_unverified,C1 candidates B/C; C3 candidates A/B; C4 candidates A/B; C5 candidates C/D
175,gba-bbmp-156,Agrahara Lake,Agrahara Lake,BBMP,North,Sampigehalli,4.44,monsoon (Jun-Sep) 2026,6,Steward,condition B; protection and monitoring only,B,C1=C(C/D) C3=A(A/B) C4=B(A/B/C) C5=D(C/D) C8=B,Medium (lifted: cascade),High,Steady,none,,,,1.0,low,0.4816,0.1382,0.0868,0.2511,80.0,38.7,0.564,0.0,-0.051,0.57,2,915,3,medium,,C1 candidates C/D; C3 candidates A/B; C4 candidates A/B/C; C5 candidates C/D
176,gba-bbmp-081,Yelenahalli Lake,Yelenahalli Lake,BBMP,South,Yelenahalli,1.23,monsoon (Jun-Sep) 2026,7,Steward,condition B; protection and monitoring only,B,C1=B(A/B/D) C4=B(A/B/C) C5=B C8=B G2=D,Medium (lifted: cascade),Unknown,Steady,none,,,D,1.0,insufficient,0.5165,0.1027,0.1236,0.0632,75.0,23.1,0.739,,,1.43,2,64,1,medium,,C1 candidates A/B/D; C4 candidates A/B/C
177,gba-bbmp-080,Doddkammanahalli Lake,Kammanahalli Lake (Meenakshi Lake),BBMP,South,Doddakammanahalli,4.93,monsoon (Jun-Sep) 2026,5,Steward,condition B; protection and monitoring only,B,C1=B(B/C) C3=A(A/B) C4=A(A/B) C5=C(C/D) C8=B G2=D,Low,High,Steady,none,,,D,0.7,low,0.5715,0.0357,0.0697,0.1838,62.5,21.4,0.701,0.0,0.0,1.14,1,1466,3,medium,,C1 candidates B/C; C3 candidates A/B; C4 candidates A/B; C5 candidates C/D
178,gba-bbmp-163,Gowdana Kere,Gowdanapalya Lake,BBMP,South,Gowdanapalya,2.48,monsoon (Jun-Sep) 2026,6,Steward,condition B; protection and monitoring only,B,C1=A(A/B) C3=C(C/D) C4=B(A/B) C5=D(C/D) C8=B,Low,High,Easing,none,,,,0.45,low,0.4865,0.1005,0.0943,0.2661,,7.4,0.989,0.0828,-0.26,1,1,2647,2,medium,,C1 candidates A/B; C3 candidates C/D; C4 candidates A/B; C5 candidates C/D
179,gba-bbmp-121,Thalaghattapura Lake,Talghatapura Lake,BBMP,South,Talagattapura,4.08,monsoon (Jun-Sep) 2026,6,Steward,condition A; protection and monitoring only,A,C1=A(A/B) C3=A(A/B) C4=D(C/D/E) C5=C(B/C/D) C8=A,Low,High,Steady,none,,,,0.25,low,0.5729,0.3831,0.1065,0.1912,93.3,25.0,0.946,0.0,0.0,0.14,0,2298,1,medium,,C1 candidates A/B; C3 candidates A/B; C4 candidates C/D/E; C5 candidates B/C/D
180,gba-bbmp-133,Nagarabhavi Lake,Nagarabhavi Lake,BBMP,West,Vinayaka Layout,0.9,monsoon (Jun-Sep) 2026,6,Steward,condition A; protection and monitoring only,A,C1=A(A/C) C4=A(A/B) C5=B(A/B) C8=B,Low,Unknown,Easing,none,,,,0.0,insufficient,0.5645,0.0713,0.1243,0.0334,,10.0,0.941,,,2,0,0,,medium,,C1 candidates A/C; C4 candidates A/B; C5 candidates A/B
